conversation_id,conversation_statistics_num_turns,conversation_statistics_num_user_turns,conversation_statistics_avg_user_tokens,conversation_statistics_avg_assistant_tokens,conversation_statistics_conversation_lenght_tokens,semantic_coherence_conversation_score,semantic_coherence_semantic_std,semantic_coherence_semantic_min,semantic_coherence_semantic_max,semantic_coherence_semantic_path_lenght,referential_density_references,referential_density_tokens,referential_density_score,topic_continuity_num_topics,topic_continuity_topic_labels,topic_continuity_average_cosine_similarity,topic_continuity_topic_entropy,topic_continuity_topic_switches,topic_continuity_topic_switches_rate,intent_diversity_question_count,intent_diversity_imperative_count,intent_diversity_request_type_entropy,intent_diversity_request_type_distribution_follow_up,intent_diversity_request_type_distribution_question,intent_diversity_request_type_distribution_other,intent_diversity_request_type_distribution_instruction
d8a2de232480475f923d3934cfd55da3,20,10,67.5,120.5,1880,0.3855318631334993,0.1537744947156889,0.1673417030423287,0.6705656489469675,5.530213231798506,106,1880,0.0563829787234042,2,"[1, 0, 0, 0, 1, 1, 1, 1, 1, 1]",0.3855318631334993,0.8812908992306927,2,0.2222222222222222,5,0,1.0,5.0,,,5.0
267e7c2cd884456cab6ee80f06821c3c,22,11,16.363636363636363,92.1818181818182,1194,0.1730201261230622,0.1565072875990973,0.033598948181279,0.6239004782127101,8.269798738769376,84,1193,0.0704107292539815,2,"[1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1]",0.1730201261230622,0.94566030460064,8,0.8,4,1,1.3221793455166666,6.0,,1.0,4.0
b1145f937bba4fa0b12ac1b1ebe960e9,24,12,58.41666666666666,598.1666666666666,7879,0.8651635423866963,0.2405112485559703,0.1664699428720377,1.0000000000000009,1.4832010337463388,529,7879,0.0671405000634598,2,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.8651635423866963,0.4138168503036338,2,0.1818181818181818,0,12,0.9798687566511528,,5.0,7.0,
ae41b38569a04f61a3701d429130df29,12,6,13.166666666666666,133.0,877,0.5711175178506375,0.2279516163080293,0.2749132183035505,0.8288808104654505,2.144412410746813,65,877,0.0741163055872291,2,"[0, 0, 0, 0, 0, 1]",0.5711175178506375,0.6500224216483541,1,0.2,5,0,0.6500224216483541,1.0,,,5.0
9b5c750855b04f1f86bc627a0b6f5cee,16,8,162.375,246.75,3273,0.5608220690963818,0.0606628211885139,0.4428507817688094,0.6508346955936317,3.074245516325328,286,3273,0.0873816070882982,2,"[1, 1, 0, 1, 0, 1, 0, 1]",0.5608220690963818,0.954434002924965,6,0.8571428571428571,0,0,0.954434002924965,3.0,5.0,,
9a622274af444b8ba8885f04a49ee5b9,26,13,78.6923076923077,27.07692307692308,1375,0.2008303907757494,0.2633217342901258,-0.0426161866062166,1.0000000000000004,9.590035310691007,12,1361,0.008817046289493,3,"[1, 1, 2, 2, 0, 0, 1, 1, 2, 0, 0, 0, 0]",0.2008303907757494,1.5262349099495225,5,0.4166666666666667,0,0,0.3912435636292556,12.0,1.0,,
d1a678ef1375468ea78f0b3ce90b95f9,10,5,63.0,253.4,1582,0.4164016286957697,0.0941356349205189,0.2798616183112662,0.5068366290693384,2.334393485216921,81,1582,0.0512010113780025,2,"[1, 0, 1, 0, 1]",0.4164016286957697,0.9709505944546688,4,1.0,4,1,0.7219280948873623,,,1.0,4.0
011100ebe5f447d1b17e1d55654da067,22,11,68.9090909090909,181.3636363636364,2753,0.5040754876363791,0.4049546040264862,-0.0009341467628704,0.9919607896678008,4.95924512363621,108,2753,0.0392299309843806,2,"[1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1]",0.5040754876363791,0.8453509366224364,2,0.2,0,9,0.6840384356390417,,2.0,9.0,
5b1f9168e20c4f1ba1f40c0fa38a0448,46,23,54.04347826086956,184.0,5475,0.5789748613787041,0.1374868297597801,0.2207761134780633,0.7901027129896346,9.26255304966851,467,5475,0.085296803652968,3,"[2, 2, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]",0.5789748613787041,1.214295263080721,7,0.3181818181818182,6,0,1.4098449412673983,13.0,4.0,,6.0
8df60a652fac4a899cf4441d19743684,10,5,439.6,323.8,3817,0.9767909173255368,0.0060632543983945,0.96994476800506,0.983714334291689,0.0928363306978528,219,3817,0.0573749017553052,2,"[0, 0, 0, 0, 1]",0.9767909173255368,0.7219280948873623,1,0.25,5,0,0.0,,,,5.0
da0a198b0d554cf394da9e7a0a4da2e7,12,6,21.0,117.0,828,0.5713692314993393,0.413828277706565,0.0707866162983886,1.0000000000000009,2.143153842503304,65,827,0.0785973397823458,2,"[0, 0, 0, 0, 0, 1]",0.5713692314993393,0.6500224216483541,1,0.2,5,1,0.6500224216483541,,,1.0,5.0
7074ca71a9f84c9cb47e973070b020a3,16,8,15.25,9.25,196,0.4479829904758792,0.2485483293114099,0.0418289812357644,0.7863565353336366,3.864119066668846,10,196,0.0510204081632653,2,"[1, 0, 0, 0, 1, 1, 1, 1]",0.4479829904758792,0.954434002924965,2,0.2857142857142857,0,5,0.954434002924965,3.0,,5.0,
a632a3b22b9241f0ad3a0fa339367d3a,14,7,11.857142857142858,89.28571428571429,708,0.2756358358760831,0.2305834481601324,-0.0094092418580061,0.6017866383229478,4.346184984743501,29,708,0.0409604519774011,2,"[1, 0, 0, 1, 1, 1, 1]",0.2756358358760831,0.8631205685666311,2,0.3333333333333333,5,0,0.8631205685666311,2.0,,,5.0
f053e1082c1c459888113ca30e7ce99b,10,5,33.0,98.4,657,0.709365964202632,0.0544370955619929,0.6307083527165134,0.782441788116877,1.1625361431894716,64,657,0.0974124809741248,2,"[0, 0, 0, 0, 1]",0.709365964202632,0.7219280948873623,1,0.25,1,0,1.370950594454669,3.0,1.0,,1.0
